name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-6430,NO,1,625,670,686,578,566,652
GENE-6431,NO,1,0,0,0,0,0,0
GENE-6432,NO,1,8,8,6,7,8,8
GENE-6433,NO,1,0,0,0,0,0,0
GENE-6434,NO,1,0,0,0,0,0,0
GENE-6435,NO,1,0,0,0,0,0,0
GENE-6436,NO,1,0,0,0,0,0,0
GENE-6437,NO,1,288,405,300,347,331,337
GENE-6438,NO,1,13,13,18,12,18,17
GENE-6439,NO,1,0,0,0,0,0,0
GENE-6440,NO,1,0,0,0,0,0,0
GENE-6441,NO,1,73,50,72,79,71,50
GENE-6442,NO,1,76,74,115,89,125,107
GENE-6443,NO,1,23,39,27,27,38,41
GENE-6444,NO,1,0,0,0,0,0,0
GENE-6445,NO,1,0,0,0,0,0,0
GENE-6446,NO,1,0,0,0,0,0,0
GENE-6447,NO,1,1397,1515,1194,1371,1275,1279
GENE-6448,NO,1,0,0,0,0,0,0
GENE-6449,NO,1,323,351,268,189,237,295
GENE-6450,NO,1,189,274,299,318,200,220
GENE-6451,NO,1,53,35,24,37,14,32
GENE-6452,NO,1,1,0,1,0,1,2
GENE-6453,NO,1,0,0,0,0,0,0
GENE-6454,NO,1,0,0,0,0,0,0
GENE-6455,NO,1,0,0,0,0,0,0
GENE-6456,NO,1,78,61,65,64,89,91
GENE-6457,NO,1,0,0,0,0,0,0
GENE-6458,NO,1,0,0,0,0,0,0
GENE-6459,NO,1,0,0,0,0,0,0
GENE-6460,NO,1,0,0,0,0,0,0
GENE-6461,NO,1,266,285,291,261,323,249
GENE-6462,NO,1,0,0,0,0,0,0
GENE-6463,NO,1,0,0,0,0,0,0
GENE-6464,NO,1,0,0,0,0,0,0
GENE-6465,NO,1,0,0,0,0,0,0
GENE-6466,NO,1,0,0,0,0,0,0
GENE-6467,NO,1,0,0,0,0,0,0
GENE-6468,NO,1,0,0,0,0,0,0
GENE-6469,NO,1,128,112,91,109,185,142
GENE-6470,NO,1,0,0,0,0,0,0
GENE-6471,NO,1,0,0,0,0,0,0
GENE-6472,NO,1,379,478,312,307,408,457
GENE-6473,NO,1,0,0,0,0,0,0
GENE-6474,NO,1,0,1,0,0,0,3
GENE-6475,NO,1,0,0,0,0,0,0
GENE-6476,NO,1,0,0,0,0,0,0
GENE-6477,NO,1,0,0,0,0,0,0
GENE-6478,NO,1,332,483,597,487,374,513
GENE-6479,NO,1,15,8,8,8,20,22
GENE-6480,NO,1,30,21,16,30,27,24
GENE-6481,NO,1,75,60,79,71,64,77
GENE-6482,NO,1,0,0,0,0,0,0
GENE-6483,NO,1,13,19,26,19,21,22
GENE-6484,NO,1,0,0,0,0,0,0
GENE-6485,NO,1,2,3,10,14,12,1
GENE-6486,NO,1,12,23,23,11,15,14
GENE-6487,NO,1,0,0,0,0,0,0
GENE-6488,NO,1,0,0,0,0,0,0
GENE-6489,NO,1,3,4,2,10,2,8
GENE-6491,NO,1,0,0,0,0,0,0
GENE-6492,NO,1,1,0,0,0,0,1
GENE-6493,NO,1,0,0,0,0,0,0
GENE-6494,NO,1,0,0,0,0,0,0
GENE-6495,NO,1,0,0,0,0,0,0
GENE-6496,NO,1,5,4,7,2,3,2
GENE-6497,NO,1,0,0,0,0,0,0
GENE-6498,NO,1,1,0,0,0,0,0
GENE-6499,NO,1,0,0,0,0,0,0
GENE-6500,NO,1,0,0,0,0,0,0
GENE-6501,NO,1,16,17,14,14,19,12
GENE-6502,NO,1,0,0,0,0,0,0
GENE-6503,NO,1,0,0,0,0,0,0
GENE-6504,YES,1,0,0,0,0,0,0
GENE-6505,NO,1,0,0,0,0,0,0
GENE-6506,NO,1,125,114,134,113,130,120
GENE-6507,NO,1,0,0,0,0,0,0
GENE-6508,NO,1,0,0,0,0,0,0
GENE-6509,NO,1,0,0,0,0,0,0
GENE-6510,NO,1,0,0,0,0,0,0
GENE-6511,NO,1,0,404,28,39,0,211
GENE-6512,NO,1,952,664,951,626,515,800
GENE-6513,NO,1,0,0,0,0,0,0
GENE-6514,NO,1,1494,1274,1363,1567,1323,1039
GENE-6515,NO,1,4,7,7,6,12,7
GENE-6516,NO,1,0,0,0,0,0,0
GENE-6517,NO,1,0,0,0,0,0,0
GENE-6518,NO,1,121,111,140,91,84,99
GENE-6519,NO,1,0,0,0,0,0,0
GENE-6520,NO,1,0,0,0,0,0,0
GENE-6521,NO,1,58,61,33,68,34,29
GENE-6522,NO,1,464,506,467,354,780,494
GENE-6523,NO,1,0,0,0,0,0,0
GENE-6524,NO,1,0,0,0,0,0,0
GENE-6525,NO,1,0,0,0,0,0,0
GENE-6526,NO,1,0,0,0,0,0,0
GENE-6527,NO,1,66,86,77,73,75,91
GENE-6528,NO,1,0,1,0,0,0,1
GENE-6529,NO,1,0,0,0,0,0,0
GENE-6530,NO,1,1247,1209,1279,1617,975,1136
GENE-6531,NO,1,624,153,955,24,810,69
GENE-6532,NO,1,0,0,0,0,0,0
GENE-6533,NO,1,0,1,2,3,1,2
GENE-6534,NO,1,0,0,0,0,0,0
GENE-6535,NO,1,4,3,5,0,1,2
GENE-6536,NO,1,0,0,0,0,0,0
GENE-6537,NO,1,0,0,0,0,0,0
GENE-6538,NO,1,396,436,469,256,367,293
GENE-6539,NO,1,0,0,0,0,0,0
GENE-6540,NO,1,0,0,0,0,0,0
GENE-6541,NO,1,0,0,0,0,0,0
GENE-6542,YES,1,0,0,0,0,0,0
GENE-6543,YES,1,0,0,0,0,0,0
GENE-6544,NO,1,0,0,0,0,0,0
GENE-6545,NO,1,0,0,0,0,0,0
GENE-6546,NO,1,0,0,0,0,0,0
GENE-6547,NO,1,0,0,0,0,0,0
GENE-6548,NO,1,0,0,0,0,0,0
GENE-6549,NO,1,0,0,0,0,0,0
GENE-6550,NO,1,292,2079,1629,2330,3073,968
GENE-6551,NO,1,0,0,0,0,0,0
GENE-6552,NO,1,2,3,3,4,4,2
GENE-6553,NO,1,0,0,0,0,0,0
GENE-6554,NO,1,0,0,0,0,0,0
GENE-6555,NO,1,0,0,0,0,0,0
GENE-6556,NO,1,0,0,0,0,0,0
GENE-6557,NO,1,1,0,0,0,0,1
GENE-6558,NO,1,15,28,13,23,26,32
GENE-6559,NO,1,0,0,0,0,0,0
GENE-6560,NO,1,7,4,7,7,5,6
GENE-6561,NO,1,6,56,54,53,20,41
GENE-6562,NO,1,0,0,0,0,0,0
GENE-6563,NO,1,258,571,243,322,453,418
GENE-6564,NO,1,60,80,57,90,40,68
GENE-6565,NO,1,1072,710,968,790,991,1017
GENE-6566,NO,1,0,0,0,0,0,0
GENE-6567,NO,1,0,0,0,0,0,0
GENE-6568,NO,1,109,93,91,91,107,96
GENE-6569,NO,1,0,0,0,0,0,0
GENE-6570,NO,1,0,0,0,0,0,0
GENE-6571,NO,1,0,0,0,0,0,0
GENE-6572,NO,1,42,82,68,50,46,55
GENE-6573,NO,1,0,0,0,0,0,0
GENE-6574,NO,1,1,0,1,0,0,2
GENE-6575,NO,1,0,0,0,0,0,0
GENE-6576,NO,1,0,0,0,0,0,0
GENE-6577,NO,1,174,199,193,187,225,200
GENE-6578,NO,1,0,0,0,0,0,0
GENE-6579,NO,1,15,22,24,17,17,22
GENE-6580,NO,1,0,0,0,0,0,0
GENE-6581,NO,1,831,506,504,771,495,448
GENE-6582,NO,1,0,0,0,0,0,0
GENE-6584,NO,1,0,0,0,0,0,0
GENE-6585,YES,1,0,0,0,0,0,0
GENE-6586,NO,1,1206,1319,1087,1331,1327,1174
GENE-6587,NO,1,769,1212,1445,906,671,1338
GENE-6588,NO,1,0,0,0,0,0,0
GENE-6589,NO,1,0,0,0,2,0,0
GENE-6590,NO,1,0,0,0,0,0,0
GENE-6591,NO,1,0,0,0,0,0,0
GENE-6592,NO,1,0,0,0,0,0,0
GENE-6593,NO,1,0,0,0,0,0,0
GENE-6594,NO,1,0,0,0,0,0,0
GENE-6595,NO,1,0,0,0,0,0,0
GENE-6596,NO,1,0,0,0,0,0,0
GENE-6597,NO,1,4,8,3,9,4,3
GENE-6598,NO,1,0,0,0,0,0,0
GENE-6599,NO,1,0,0,0,0,0,0
GENE-6600,NO,1,52,72,91,73,57,68
GENE-6601,NO,1,0,0,0,0,0,0
GENE-6602,NO,1,21,28,13,18,19,31
GENE-6603,NO,1,986,955,1090,1177,1015,1270
GENE-6604,NO,1,0,0,0,0,0,0
GENE-6605,NO,1,0,0,0,0,0,0
GENE-6606,NO,1,0,0,0,0,0,0
GENE-6607,NO,1,1,2,0,1,0,2
GENE-6608,NO,1,0,0,0,0,0,0
GENE-6609,NO,1,22,30,16,13,22,24
GENE-6610,NO,1,134,105,106,125,150,142
GENE-6611,NO,1,50,48,45,48,40,50
GENE-6612,NO,1,0,0,0,0,0,0
GENE-6613,NO,1,0,0,0,0,0,0
GENE-6614,NO,1,0,0,0,0,0,0
GENE-6615,NO,1,0,0,0,0,0,0
GENE-6616,NO,1,0,0,0,0,0,0
GENE-6617,NO,1,0,0,0,0,0,0
GENE-6618,NO,1,0,0,0,0,0,0
GENE-6619,NO,1,50,54,43,65,69,57
GENE-6620,NO,1,0,0,0,0,0,0
GENE-6621,NO,1,0,0,0,0,0,0
GENE-6622,NO,1,0,0,0,0,0,0
GENE-6623,NO,1,0,0,0,0,0,0
GENE-6624,NO,1,20,30,25,26,39,25
GENE-6625,YES,1,0,0,0,0,0,0
GENE-6626,NO,1,0,0,0,0,0,0
GENE-6627,NO,1,0,0,0,0,0,0
GENE-6628,NO,1,0,0,0,0,0,0
GENE-6629,NO,1,0,0,0,0,0,0
GENE-6630,NO,1,0,0,0,0,0,0
GENE-6631,NO,1,853,729,742,623,721,741
GENE-6632,NO,1,0,0,0,0,0,0
GENE-6633,NO,1,0,0,0,0,0,0
GENE-6634,NO,1,1178,1752,1444,1054,1165,1399
GENE-6635,NO,1,0,0,0,0,0,0
GENE-6636,NO,1,0,0,0,0,0,0
GENE-6637,YES,1,0,1,1,0,0,0
GENE-6638,NO,1,0,0,0,0,0,0
GENE-6639,NO,1,2,4,1,2,1,5
GENE-6640,NO,1,0,0,0,0,0,0
GENE-6641,NO,1,364,305,356,273,290,356
GENE-6642,NO,1,0,0,0,0,0,0
GENE-6643,NO,1,0,0,0,0,0,0
GENE-6644,NO,1,0,8,126,1143,724,960
GENE-6645,NO,1,0,0,0,0,0,0
GENE-6646,NO,1,0,0,0,0,0,0
GENE-6647,NO,1,197,237,232,213,240,186
GENE-6648,NO,1,0,0,0,0,0,0
GENE-6649,NO,1,12,15,13,15,18,34
GENE-6650,NO,1,0,0,0,0,0,0
GENE-6651,NO,1,0,0,0,0,0,1
GENE-6652,NO,1,0,0,0,0,0,0
GENE-6653,NO,1,0,0,0,0,0,0
GENE-6654,NO,1,0,0,0,0,0,0
GENE-6656,NO,1,0,0,0,0,0,0
GENE-6657,NO,1,9,23,19,24,12,24
GENE-6658,NO,1,3,1,2,6,6,1
GENE-6659,NO,1,0,0,0,0,0,0
GENE-6660,NO,1,0,0,0,0,0,0
GENE-6661,NO,1,192,230,157,206,224,168
GENE-6662,NO,1,475,480,417,402,499,407
GENE-6663,NO,1,0,0,0,0,0,0
GENE-6664,NO,1,0,0,0,0,0,0
GENE-6665,NO,1,0,0,0,0,0,0
GENE-6666,NO,1,0,0,0,0,0,0
GENE-6667,NO,1,0,0,0,0,0,0
GENE-6668,NO,1,0,0,0,0,0,0
GENE-6669,NO,1,0,0,0,0,0,0
GENE-6670,NO,1,1,2,2,2,3,0
GENE-6671,NO,1,0,0,0,0,0,0
GENE-6672,NO,1,0,0,0,0,0,0
GENE-6673,NO,1,274,257,237,281,253,405
GENE-6674,NO,1,561,567,502,634,405,496
GENE-6675,NO,1,0,0,0,0,0,0
GENE-6676,NO,1,0,0,0,0,0,0
GENE-6677,NO,1,1013,402,313,1081,541,1526
GENE-6678,NO,1,0,0,0,0,0,0
GENE-6679,NO,1,0,0,0,0,0,0
GENE-6680,NO,1,0,0,0,0,0,0
GENE-6681,NO,1,3346,3746,3323,3708,2862,3524
GENE-6682,NO,1,0,0,0,0,0,0
GENE-6683,NO,1,0,0,0,0,0,0
GENE-6684,NO,1,5,8,6,16,11,7
GENE-6685,NO,1,0,1,3,1,0,2
GENE-6686,NO,1,0,0,0,0,0,0
GENE-6687,NO,1,0,0,0,0,0,0
GENE-6688,NO,1,24,12,28,34,37,16
GENE-6689,NO,1,0,0,0,0,0,0
GENE-6690,NO,1,0,0,0,0,0,0
GENE-6691,NO,1,0,0,0,0,0,0
GENE-6692,NO,1,0,0,0,0,0,0
GENE-6693,NO,1,0,0,0,0,0,0
GENE-6694,NO,1,1,1,1,1,1,1
GENE-6695,NO,1,0,0,0,0,0,0
GENE-6696,NO,1,0,0,0,0,0,0
GENE-6697,NO,1,0,0,0,0,0,0
GENE-6698,NO,1,0,0,0,0,0,0
GENE-6699,NO,1,0,0,0,0,0,0
GENE-6700,NO,1,0,0,0,0,0,0
GENE-6701,NO,1,0,0,0,0,0,0
GENE-6702,NO,1,5,6,11,3,8,12
GENE-6703,NO,1,0,0,0,0,0,0
GENE-6704,NO,1,2,0,5,7,7,3
GENE-6705,NO,1,0,0,0,0,0,0
GENE-6706,NO,1,3,4,0,2,5,0
GENE-6707,NO,1,0,0,0,0,0,0
GENE-6708,NO,1,0,0,0,0,0,0
GENE-6709,NO,1,0,0,0,0,0,0
GENE-6710,NO,1,0,0,0,0,1,1
GENE-6711,NO,1,7,3,3,9,2,6
GENE-6712,NO,1,0,0,0,0,0,0
GENE-6713,NO,1,1114,1282,1356,1052,1121,1061
GENE-6714,NO,1,17,14,17,12,14,4
GENE-6715,NO,1,3,2,1,3,1,2
GENE-6716,NO,1,3,0,1,1,3,3
GENE-6717,YES,1,0,0,0,0,0,0
GENE-6718,NO,1,0,0,0,0,0,0
GENE-6719,NO,1,0,0,0,0,0,0
GENE-6720,YES,1,0,0,0,0,0,0
GENE-6721,NO,1,6,3,0,1,2,1
GENE-6722,NO,1,7,2,0,0,4,5
GENE-6723,NO,1,0,1,0,1,0,1
GENE-6724,NO,1,0,0,0,0,0,0
GENE-6725,NO,1,0,0,0,0,0,0
GENE-6726,NO,1,0,0,0,0,0,0
GENE-6727,NO,1,0,0,0,0,0,0
GENE-6728,NO,1,0,0,0,0,0,0
GENE-6729,NO,1,0,1,0,0,0,0
GENE-6730,NO,1,0,0,0,0,0,0
GENE-6731,NO,1,0,0,0,0,0,0
GENE-6732,NO,1,612,672,690,594,650,668
GENE-6733,NO,1,125,136,242,145,179,165
GENE-6734,NO,1,0,0,0,0,0,0
GENE-6735,NO,1,0,0,0,0,0,0
GENE-6736,NO,1,74,87,72,59,71,80
GENE-6737,NO,1,0,0,0,0,0,0
GENE-6738,NO,1,0,0,0,0,0,0
GENE-6739,NO,1,0,0,0,0,0,0
GENE-6740,NO,1,0,0,0,0,0,0
GENE-6741,NO,1,0,0,0,0,0,0
GENE-6742,NO,1,0,0,0,0,0,0
GENE-6743,NO,1,8,12,7,6,10,9
GENE-6744,NO,1,0,0,0,0,0,0
GENE-6745,NO,1,0,0,0,0,0,0
GENE-6746,NO,1,0,0,0,0,1,0
GENE-6747,NO,1,0,1,0,0,0,0
GENE-6748,NO,1,174,143,115,106,122,89
GENE-6749,NO,1,1,1,1,0,0,0
GENE-6750,NO,1,10,11,10,7,9,4
GENE-6751,NO,1,0,0,0,0,0,0
GENE-6752,NO,1,3,3,6,8,5,7
GENE-6753,NO,1,0,0,0,0,0,0
GENE-6754,NO,1,597,455,852,915,532,481
GENE-6755,NO,1,0,0,0,0,0,0
GENE-6756,NO,1,4,1,3,3,6,2
GENE-6757,NO,1,613,611,584,667,691,646
GENE-6758,NO,1,3,7,5,6,6,5
GENE-6759,NO,1,0,0,0,0,0,0
GENE-6760,NO,1,0,0,0,0,0,0
GENE-6761,NO,1,0,0,0,0,0,0
GENE-6762,NO,1,0,0,0,0,0,0
GENE-6763,NO,1,36,64,85,48,77,72
GENE-6764,NO,1,0,0,0,0,0,0
GENE-6765,NO,1,23,13,12,13,11,32
GENE-6766,NO,1,17,25,42,18,24,23
GENE-6767,NO,1,40,21,35,19,24,18
GENE-6768,NO,1,0,0,0,0,0,0
GENE-6769,NO,1,0,0,0,0,0,0
GENE-6770,NO,1,2012,2217,2507,2563,2191,2494
GENE-6771,NO,1,0,0,0,0,0,0
GENE-6772,NO,1,171,179,190,217,198,183
GENE-6773,NO,1,1214,1248,1040,1073,796,977
GENE-6774,NO,1,0,0,0,0,0,0
GENE-6775,NO,1,6,6,0,1,4,4
GENE-6776,NO,1,0,0,2,1,0,0
GENE-6777,NO,1,0,0,0,0,0,0
GENE-6778,NO,1,0,0,0,0,0,0
GENE-6779,NO,1,0,0,0,0,0,0
GENE-6780,NO,1,6,13,9,8,3,5
GENE-6781,NO,1,0,0,0,0,0,0
GENE-6782,NO,1,0,0,0,0,0,0
GENE-6783,NO,1,0,0,0,0,0,0
GENE-6784,NO,1,0,0,0,0,0,0
GENE-6785,NO,1,0,0,0,0,0,0
GENE-6786,NO,1,0,0,0,0,0,0
GENE-6787,NO,1,643,1248,938,651,871,759
GENE-6788,NO,1,10,5,15,7,3,5
GENE-6789,NO,1,0,0,0,0,0,0
GENE-6790,NO,1,0,0,0,0,0,0
GENE-6791,NO,1,0,0,0,0,1,0
GENE-6792,NO,1,0,0,0,0,0,0
GENE-6793,NO,1,17,27,15,25,21,27
GENE-6794,NO,1,0,0,0,0,0,0
GENE-6795,NO,1,0,0,0,0,0,0
GENE-6796,NO,1,0,0,0,0,0,0
GENE-6797,NO,1,0,0,0,0,0,0
GENE-6798,NO,1,0,0,0,0,0,0
GENE-6799,NO,1,1,3,1,1,0,0
GENE-6800,NO,1,489,389,404,553,498,371
GENE-6801,NO,1,365,275,198,197,335,208
GENE-6802,NO,1,0,0,0,0,0,0
GENE-6803,NO,1,46,40,49,75,45,41
GENE-6804,NO,1,4295,5017,4916,4028,4526,4864
GENE-6805,NO,1,0,0,0,0,0,0
GENE-6806,NO,1,0,0,0,0,0,0
GENE-6807,NO,1,190,107,164,134,110,132
GENE-6808,NO,1,65,85,76,65,73,74
GENE-6809,NO,1,0,0,0,0,0,0
GENE-6810,NO,1,0,0,0,0,0,0
GENE-6811,NO,1,80,51,73,34,90,68
GENE-6812,NO,1,0,2,1,4,0,1
GENE-6813,NO,1,0,0,0,0,0,0
GENE-6814,YES,1,0,0,0,0,0,0
GENE-6815,NO,1,45,71,75,76,67,69
GENE-6816,NO,1,0,0,0,0,0,0
GENE-6817,NO,1,0,0,0,0,0,0
GENE-6818,NO,1,50,44,33,36,39,33
GENE-6819,NO,1,0,0,0,1,0,2
GENE-6820,NO,1,0,0,0,0,0,0
GENE-6821,NO,1,0,0,0,0,0,0
GENE-6822,NO,1,0,0,0,0,0,0
GENE-6823,NO,1,0,0,0,0,0,0
GENE-6824,NO,1,6,4,3,4,5,4
GENE-6825,NO,1,0,0,0,0,0,0
GENE-6826,NO,1,0,0,0,0,0,0
GENE-6827,NO,1,0,0,0,0,0,0
GENE-6828,NO,1,0,0,0,0,0,0
GENE-6829,YES,1,0,0,0,0,0,0
GENE-6830,YES,1,0,0,0,0,0,0
GENE-6831,NO,1,0,0,0,0,0,0
GENE-6832,NO,1,0,0,0,0,0,0
GENE-6833,NO,1,0,0,0,0,0,0
GENE-6834,NO,1,45,43,39,40,36,32
GENE-6835,NO,1,0,0,0,0,0,0
GENE-6836,NO,1,0,0,0,0,0,0
GENE-6837,NO,1,0,0,0,0,0,0
GENE-6838,NO,1,0,0,0,0,0,0
GENE-6839,NO,1,795,778,740,730,824,881
GENE-6840,NO,1,343,382,466,506,303,416
GENE-6841,NO,1,120,137,157,123,101,128
GENE-6842,NO,1,0,0,0,0,0,0
GENE-6843,NO,1,0,0,0,0,0,0
GENE-6844,NO,1,0,0,0,0,0,0
GENE-6845,NO,1,0,0,0,0,0,0
GENE-6846,NO,1,0,0,0,0,0,0
GENE-6847,NO,1,0,0,0,0,0,0
GENE-6848,NO,1,0,0,0,0,0,0
GENE-6849,NO,1,0,0,0,0,0,0
GENE-6850,NO,1,0,0,0,0,0,0
GENE-6851,NO,1,0,0,0,0,0,0
GENE-6852,NO,1,17,16,18,15,12,15
GENE-6853,NO,1,0,0,0,0,0,0
GENE-6854,NO,1,0,0,0,0,0,0
GENE-6855,NO,1,181,155,167,167,147,191
GENE-6856,NO,1,1,0,0,0,0,0
GENE-6857,NO,1,0,0,0,0,0,0
GENE-6858,NO,1,0,0,0,0,0,0
GENE-6859,NO,1,235,267,241,266,290,211
GENE-6860,NO,1,477,557,533,474,482,391
GENE-6861,NO,1,4,2,0,3,4,4
GENE-6862,NO,1,0,0,0,0,0,0
GENE-6863,NO,1,0,0,0,0,0,0
GENE-6864,NO,1,0,0,0,0,0,0
GENE-6865,NO,1,0,0,0,0,1,0
GENE-6866,NO,1,0,0,0,0,0,0
GENE-6867,NO,1,48,32,66,88,194,141
GENE-6868,NO,1,33,29,30,42,35,36
GENE-6869,NO,1,0,0,0,0,0,0
GENE-6870,NO,1,0,0,0,0,0,0
GENE-6871,NO,1,0,0,0,0,0,0
GENE-6872,NO,1,0,0,0,0,0,0
GENE-6873,NO,1,0,0,0,0,0,0
GENE-6874,NO,1,0,0,0,0,0,0
GENE-6875,NO,1,0,0,0,0,0,0
GENE-6876,NO,1,0,0,0,0,0,0
GENE-6877,NO,1,0,0,0,0,0,0
GENE-6878,NO,1,16,18,16,14,11,19
GENE-6879,NO,1,0,0,0,0,0,0
GENE-6880,NO,1,122,221,181,226,191,172
GENE-6881,NO,1,0,0,0,0,0,0
GENE-6882,NO,1,221,410,302,330,257,275
GENE-6883,NO,1,0,0,0,0,0,0
GENE-6884,NO,1,0,0,0,0,0,0
GENE-6885,NO,1,4,1,1,3,2,3
GENE-6886,NO,1,6580,7353,5385,7612,5738,7806
GENE-6887,NO,1,0,0,0,0,0,0
GENE-6888,NO,1,0,0,0,0,0,0
GENE-6889,NO,1,0,0,0,0,0,0
GENE-6890,NO,1,2,1,6,1,1,4
GENE-6891,NO,1,0,0,0,0,0,0
GENE-6892,NO,1,0,0,0,0,0,0
GENE-6893,NO,1,0,0,0,0,0,0
GENE-6894,NO,1,0,0,0,0,0,0
GENE-6895,NO,1,1263,1227,995,1438,1171,1193
GENE-6896,NO,1,0,0,0,0,0,0
GENE-6897,NO,1,0,0,0,0,0,0
GENE-6898,NO,1,0,0,0,0,0,0
GENE-6899,YES,1,0,0,0,0,0,0
GENE-6900,NO,1,2,4,6,4,4,2
GENE-6901,NO,1,4,2,2,1,1,1
GENE-6902,NO,1,12,17,11,13,20,19
GENE-6903,NO,1,418,455,381,350,332,477
GENE-6904,NO,1,0,0,0,0,0,0
GENE-6905,NO,1,0,0,0,0,0,0
GENE-6906,NO,1,55,50,32,38,39,48
GENE-6907,NO,1,0,0,0,0,0,0
GENE-6908,NO,1,6,5,4,4,6,8
GENE-6909,NO,1,0,0,0,0,0,0
GENE-6910,NO,1,0,0,0,0,0,0
GENE-6911,NO,1,799,1120,775,817,766,921
GENE-6912,YES,1,0,0,0,0,0,0
GENE-6913,NO,1,0,0,0,0,0,0
GENE-6914,NO,1,0,0,0,0,0,0
GENE-6915,NO,1,4811,6219,4368,4509,3970,3615
GENE-6916,NO,1,0,0,0,0,0,0
GENE-6917,NO,1,0,0,0,0,0,0
GENE-6919,NO,1,0,0,0,0,0,0
GENE-6920,NO,1,0,0,0,0,0,0
GENE-6921,YES,1,0,0,0,0,0,0
GENE-6922,NO,1,0,0,0,0,0,0
GENE-6923,NO,1,0,0,0,0,0,0
GENE-6924,NO,1,0,0,0,0,0,0
GENE-6925,NO,1,0,0,0,0,0,0
GENE-6926,NO,1,213,182,376,212,292,160
GENE-6927,NO,1,7,8,11,7,7,9
GENE-6928,NO,1,249,4737,468,877,1218,1303
GENE-6929,NO,1,1,0,1,1,2,2
GENE-6930,NO,1,24,28,26,22,21,24
GENE-6931,NO,1,119,131,109,113,134,111
GENE-6932,NO,1,3742,4322,4280,4463,4222,4508
GENE-6933,NO,1,0,0,0,0,0,0
GENE-6934,NO,1,0,0,0,0,0,0
GENE-6935,NO,1,0,1,0,0,1,0
GENE-6936,NO,1,0,0,0,0,0,0
GENE-6937,NO,1,55,48,58,49,64,61
GENE-6938,YES,1,0,0,0,0,0,0
GENE-6939,NO,1,482,382,490,505,451,504
GENE-6940,NO,1,0,0,0,0,0,0
GENE-6941,NO,1,108,127,118,137,111,114
GENE-6942,NO,1,0,0,0,0,0,0
GENE-6943,NO,1,395,233,406,770,600,455
GENE-6944,NO,1,63,54,53,31,39,45
GENE-6945,NO,1,5,17,11,24,14,34
GENE-6946,NO,1,0,0,0,0,0,0
GENE-6947,NO,1,0,0,0,0,0,0
GENE-6948,NO,1,0,0,0,0,0,0
GENE-6949,NO,1,0,0,0,0,0,0
GENE-6950,NO,1,0,0,0,0,0,0
GENE-6951,YES,1,0,0,0,0,0,0
GENE-6952,NO,1,0,0,0,0,0,0
GENE-6953,NO,1,0,0,0,0,0,0
GENE-6954,NO,1,0,0,0,0,0,0
GENE-6955,NO,1,43,45,54,45,62,67
GENE-6956,NO,1,0,1,0,1,1,0
GENE-6957,NO,1,0,0,0,0,0,0
GENE-6958,NO,1,244,143,247,159,292,147
GENE-6959,NO,1,0,0,0,0,0,0
GENE-6960,NO,1,12,11,8,7,8,10
GENE-6961,NO,1,0,0,0,0,0,0
GENE-6962,NO,1,0,0,0,0,0,0
GENE-6963,NO,1,0,0,0,0,0,0
GENE-6964,NO,1,6,0,3,6,4,1
GENE-6965,NO,1,0,0,0,0,0,0
GENE-6966,NO,1,2,3,3,2,2,2
GENE-6967,NO,1,0,0,0,0,0,0
GENE-6968,NO,1,0,0,0,0,0,0
GENE-6969,NO,1,52,45,72,43,66,85
GENE-6970,NO,1,0,0,0,0,0,0
GENE-6971,NO,1,1079,947,1283,1184,1147,1314
GENE-6972,NO,1,0,0,0,0,0,0
GENE-6973,NO,1,15,9,21,6,19,8
GENE-6974,NO,1,0,0,0,0,0,0
GENE-6975,NO,1,0,0,0,0,0,0
GENE-6976,YES,1,0,0,0,0,0,0
GENE-6977,NO,1,0,0,0,0,0,0
GENE-6978,NO,1,144,162,173,162,127,152
GENE-6979,NO,1,0,0,0,0,0,0
GENE-6980,NO,1,0,0,0,0,0,0
GENE-6981,NO,1,0,0,0,0,0,0
GENE-6982,NO,1,0,0,0,0,0,0
GENE-6983,NO,1,0,0,0,0,0,0
GENE-6984,NO,1,17,23,29,38,29,20
GENE-6985,NO,1,0,0,0,0,0,0
GENE-6986,NO,1,4,2,2,4,8,8
GENE-6988,NO,1,394,352,473,487,416,431
GENE-6989,NO,1,0,0,0,0,0,0
GENE-6990,NO,1,3,2,2,168,37,228
GENE-6991,NO,1,0,0,0,0,0,0
GENE-6992,NO,1,5,3,8,5,3,5
GENE-6993,NO,1,0,0,0,0,0,0
GENE-6994,NO,1,0,0,0,0,0,0
GENE-6995,NO,1,0,0,0,0,0,0
GENE-6996,NO,1,0,0,0,0,0,0
GENE-6997,NO,1,2,1,1,1,2,0
GENE-6998,NO,1,0,0,0,0,0,0
GENE-6999,NO,1,0,0,0,0,0,0
GENE-7000,NO,1,0,0,0,0,0,0
GENE-7001,NO,1,0,0,0,0,0,0
GENE-7002,NO,1,160,145,112,127,139,147
GENE-7003,NO,1,0,0,0,0,0,0
GENE-7004,NO,1,1,0,0,0,1,0
GENE-7005,NO,1,0,0,0,0,0,0
GENE-7006,NO,1,131,724,816,313,684,1381
GENE-7007,NO,1,0,0,0,0,0,0
GENE-7008,NO,1,0,0,1,2,1,0
GENE-7009,NO,1,300,224,210,226,107,239
GENE-7010,NO,1,0,0,0,0,0,0
GENE-7011,NO,1,19,21,6,12,15,11
